class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Tree Pose,0.4901505410671234,0.46306419372558594,-0.14962653815746307,0.998344898223877,0.4934500753879547,0.4550386071205139,-0.13402554392814636,0.997327446937561,0.4961031973361969,0.4549010097980499,-0.13404138386249542,0.9959948062896729,0.49874597787857056,0.4546253979206085,-0.13409937918186188,0.9977275729179382,0.48618239164352417,0.45455750823020935,-0.12735022604465485,0.9966223239898682,0.48364195227622986,0.45411616563796997,-0.12737412750720978,0.9942697286605835,0.48129767179489136,0.45378267765045166,-0.12742741405963898,0.9966270923614502,0.5022606253623962,0.45606502890586853,-0.060389548540115356,0.9950684309005737,0.4784299433231354,0.45562276244163513,-0.02632160484790802,0.9966844916343689,0.49477991461753845,0.4717046618461609,-0.12324297428131104,0.9957232475280762,0.48585739731788635,0.47030141949653625,-0.11365058273077011,0.9947748184204102,0.5198971629142761,0.48971641063690186,-0.0763142853975296,0.9953932762145996,0.46289390325546265,0.4889034628868103,-0.0030349998269230127,0.992878258228302,0.526847243309021,0.4324045181274414,-0.16502012312412262,0.9910866618156433,0.45616382360458374,0.42805570363998413,-0.029879456385970116,0.9728690385818481,0.5057600736618042,0.367285817861557,-0.1821129471063614,0.9692308902740479,0.4797540605068207,0.3643049895763397,-0.039698537439107895,0.9473925828933716,0.5002627968788147,0.3498983681201935,-0.20736157894134521,0.9228629469871521,0.48460274934768677,0.3491954505443573,-0.06547769904136658,0.8714654445648193,0.4979493021965027,0.3486347198486328,-0.1980757713317871,0.9106676578521729,0.4862077832221985,0.34871959686279297,-0.057556211948394775,0.8531553149223328,0.49854564666748047,0.3547789752483368,-0.1824640929698944,0.9038500785827637,0.4854147434234619,0.3545878231525421,-0.042793672531843185,0.8645665049552917,0.4931867718696594,0.6623097062110901,-0.03492533043026924,0.9982342720031738,0.45366430282592773,0.6448693871498108,0.034979041665792465,0.9982831478118896,0.48543041944503784,0.7751659154891968,-0.055410049855709076,0.9679582715034485,0.3914617896080017,0.6707650423049927,-0.1348065435886383,0.9865299463272095,0.4758692681789398,0.8758589625358582,0.07647594809532166,0.9813433289527893,0.44446849822998047,0.7446141839027405,0.024273037910461426,0.9488954544067383,0.4720847010612488,0.890218198299408,0.08426890522241592,0.8858580589294434,0.4565128684043884,0.7476720809936523,0.03757723048329353,0.9218155145645142,0.47888222336769104,0.9121026992797852,-0.02645799145102501,0.9572533965110779,0.44296783208847046,0.8081479668617249,-0.028725743293762207,0.9326952695846558
Tree Pose,0.4899126887321472,0.4630456566810608,-0.17581498622894287,0.9984161257743835,0.49333351850509644,0.45488911867141724,-0.1610666811466217,0.9974287748336792,0.4959784150123596,0.4547373652458191,-0.16106560826301575,0.9961531162261963,0.4986225664615631,0.4544828236103058,-0.16112525761127472,0.9978068470954895,0.4860149323940277,0.45449942350387573,-0.15514881908893585,0.9967449903488159,0.48344874382019043,0.4540637731552124,-0.15518638491630554,0.9944755434989929,0.4810521602630615,0.4537298381328583,-0.15523289144039154,0.9967321753501892,0.5020825862884521,0.4560292959213257,-0.08323045074939728,0.9952599406242371,0.4782799780368805,0.45562538504600525,-0.05253593996167183,0.9968295693397522,0.49452438950538635,0.4717716872692108,-0.14691877365112305,0.9958616495132446,0.4855402112007141,0.47030869126319885,-0.13833731412887573,0.9949291348457336,0.5193169116973877,0.4897003471851349,-0.08831192553043365,0.9956136345863342,0.46286335587501526,0.4884251654148102,-0.01364549994468689,0.9930844902992249,0.5259660482406616,0.43103811144828796,-0.16605305671691895,0.9910422563552856,0.455817312002182,0.427623450756073,-0.026581715792417526,0.9727007150650024,0.5044841766357422,0.3670329451560974,-0.18232181668281555,0.9692270755767822,0.4793526530265808,0.36273181438446045,-0.030496448278427124,0.9461946487426758,0.49819594621658325,0.349905401468277,-0.20736034214496613,0.9231684803962708,0.48430389165878296,0.34840086102485657,-0.05289386957883835,0.8694056272506714,0.49590930342674255,0.3487097918987274,-0.19839374721050262,0.9111265540122986,0.48588380217552185,0.3482557237148285,-0.048100635409355164,0.8510556817054749,0.4967154562473297,0.35480400919914246,-0.18270304799079895,0.9037021994590759,0.48515039682388306,0.3539808988571167,-0.034235477447509766,0.862733781337738,0.4949377179145813,0.6619764566421509,-0.034941814839839935,0.9983216524124146,0.45400962233543396,0.6447591185569763,0.034995533525943756,0.9983499050140381,0.4852561354637146,0.7678549885749817,-0.06567037850618362,0.9694014191627502,0.39077234268188477,0.6715554594993591,-0.12271362543106079,0.9868032336235046,0.47566574811935425,0.8770298361778259,0.050265729427337646,0.9821821451187134,0.4457548260688782,0.744608998298645,0.07393534481525421,0.9489500522613525,0.4714290201663971,0.891006350517273,0.05650443583726883,0.8899211883544922,0.4572782516479492,0.7476340532302856,0.09108168631792068,0.9222595691680908,0.4786052703857422,0.9176909327507019,-0.05429551750421524,0.9590199589729309,0.4422311782836914,0.8075739145278931,0.033542342483997345,0.9325895309448242
Tree Pose,0.4893592298030853,0.46307289600372314,-0.17285646498203278,0.9984800815582275,0.4929865896701813,0.45487532019615173,-0.15846814215183258,0.9975252151489258,0.4956250786781311,0.4547021985054016,-0.15847323834896088,0.9963062405586243,0.49828124046325684,0.4544409215450287,-0.15853330492973328,0.9978874921798706,0.48569256067276,0.45450446009635925,-0.1519225686788559,0.99686199426651,0.4831882417201996,0.45406654477119446,-0.15195438265800476,0.9946625232696533,0.48082131147384644,0.453730970621109,-0.15200021862983704,0.9968264102935791,0.501778244972229,0.45602595806121826,-0.08295677602291107,0.9954543113708496,0.4782196581363678,0.45567092299461365,-0.0494585819542408,0.9969537258148193,0.49391642212867737,0.4717811942100525,-0.14495861530303955,0.9960000514984131,0.48502999544143677,0.47031429409980774,-0.13556940853595734,0.9950729012489319,0.5189371109008789,0.4897023141384125,-0.09002495557069778,0.9958301782608032,0.46284133195877075,0.48842543363571167,-0.011839490383863449,0.9932379126548767,0.5247503519058228,0.43105706572532654,-0.16658946871757507,0.9910357594490051,0.45569878816604614,0.42764249444007874,-0.018016090616583824,0.9723302721977234,0.5039488077163696,0.3670147657394409,-0.18342408537864685,0.9694998264312744,0.4787202477455139,0.36265918612480164,-0.025044137611985207,0.9450664520263672,0.49725499749183655,0.34997883439064026,-0.20834966003894806,0.9242285490036011,0.4833339750766754,0.3482765853404999,-0.04758944362401962,0.8673495054244995,0.49505186080932617,0.3488534092903137,-0.20146222412586212,0.9124304056167603,0.48499709367752075,0.34820836782455444,-0.04352686181664467,0.8489074110984802,0.4959579408168793,0.3549627661705017,-0.18432140350341797,0.9044694900512695,0.48446124792099,0.3539469838142395,-0.029210811480879784,0.8608495593070984,0.49598926305770874,0.6616060733795166,-0.035097453743219376,0.9983989596366882,0.45492976903915405,0.6445849537849426,0.0351569801568985,0.998401939868927,0.485271692276001,0.7660489678382874,-0.06674164533615112,0.9709790945053101,0.3906378746032715,0.6718013882637024,-0.1048901230096817,0.9871934056282043,0.4756677746772766,0.8781439661979675,0.043260954320430756,0.9830853939056396,0.4458532929420471,0.744690477848053,0.0884985402226448,0.9498915672302246,0.47142428159713745,0.8920831084251404,0.048554256558418274,0.894362211227417,0.45731887221336365,0.7478200197219849,0.10476358979940414,0.923758327960968,0.47835054993629456,0.9198508858680725,-0.06495340168476105,0.960858941078186,0.44109731912612915,0.8074042797088623,0.04634668305516243,0.9333797693252563
Tree Pose,0.4892684519290924,0.4630921483039856,-0.1725183129310608,0.998562753200531,0.4929213523864746,0.4548608958721161,-0.1579284965991974,0.9976492524147034,0.49555087089538574,0.4546810984611511,-0.157931387424469,0.9964971542358398,0.49819666147232056,0.45442458987236023,-0.1579883098602295,0.9979910254478455,0.48559775948524475,0.45450395345687866,-0.15185832977294922,0.9970159530639648,0.4830859303474426,0.4540657699108124,-0.15189026296138763,0.9949198961257935,0.4807001054286957,0.4537299573421478,-0.15193584561347961,0.9969679713249207,0.5016343593597412,0.4560299217700958,-0.0814153254032135,0.9956916570663452,0.4781123697757721,0.4557173550128937,-0.049964625388383865,0.9971165060997009,0.4938284754753113,0.47186896204948425,-0.14423903822898865,0.9961984753608704,0.4849269986152649,0.47035741806030273,-0.13542839884757996,0.9952945709228516,0.5185046792030334,0.4896866977214813,-0.08793605864048004,0.9960739016532898,0.462772935628891,0.4884051978588104,-0.011493292637169361,0.993496298789978,0.5238571763038635,0.431065171957016,-0.16057780385017395,0.9910698533058167,0.45561107993125916,0.42752641439437866,-0.01747019775211811,0.9725232124328613,0.5037933588027954,0.36701899766921997,-0.18012568354606628,0.9699312448501587,0.47853899002075195,0.36246126890182495,-0.02386419102549553,0.945144534111023,0.49693411588668823,0.3500892221927643,-0.20486363768577576,0.9255213737487793,0.4830288887023926,0.3481627404689789,-0.04677879065275192,0.8675823211669922,0.49472951889038086,0.3489934206008911,-0.19962219893932343,0.9140083193778992,0.48469609022140503,0.34800490736961365,-0.04267672449350357,0.849250316619873,0.49571457505226135,0.35521891713142395,-0.1816062182188034,0.9056568741798401,0.4842139780521393,0.3537072539329529,-0.02797284722328186,0.8611490726470947,0.496300607919693,0.6614862680435181,-0.03515028953552246,0.9984836578369141,0.45511728525161743,0.6444785594940186,0.03521186485886574,0.9984697699546814,0.4852750301361084,0.7662502527236938,-0.06525065749883652,0.9724948406219482,0.3905320465564728,0.6719978451728821,-0.09997834265232086,0.9875198602676392,0.47561198472976685,0.8794605731964111,0.04445759579539299,0.9839816689491272,0.446321964263916,0.7448266744613647,0.09206129610538483,0.9507876038551331,0.4713760316371918,0.8936119675636292,0.049535926431417465,0.8987150192260742,0.4574992060661316,0.7479643225669861,0.10820841789245605,0.9254699349403381,0.4777073860168457,0.920935332775116,-0.06590054929256439,0.9627251029014587,0.440836101770401,0.8074764013290405,0.048693958669900894,0.9343481063842773
Tree Pose,0.4892810881137848,0.4630991816520691,-0.1652999073266983,0.9986465573310852,0.4929482042789459,0.45485028624534607,-0.15010511875152588,0.9977779388427734,0.49556413292884827,0.4546580910682678,-0.15011021494865417,0.9966928362846375,0.49819913506507874,0.4543933570384979,-0.150160014629364,0.9980997443199158,0.48562294244766235,0.45450979471206665,-0.14475136995315552,0.9971761703491211,0.48311084508895874,0.4540756642818451,-0.14478591084480286,0.9951866865158081,0.4807209372520447,0.45374202728271484,-0.14483065903186798,0.9971182942390442,0.5016013383865356,0.45601436495780945,-0.07201085239648819,0.9959350824356079,0.4781199097633362,0.45578089356422424,-0.04347061738371849,0.9972861409187317,0.4938310980796814,0.4718901515007019,-0.13654503226280212,0.9964075684547424,0.48492908477783203,0.47037023305892944,-0.1285460889339447,0.9955320358276367,0.5183879137039185,0.4896731376647949,-0.07699091732501984,0.9963138103485107,0.46278947591781616,0.48838940262794495,-0.0032331906259059906,0.993724524974823,0.5234951972961426,0.43107572197914124,-0.14900802075862885,0.9911952614784241,0.4556017816066742,0.4275379180908203,-0.005256281699985266,0.9728673696517944,0.5039839148521423,0.3674493730068207,-0.17101536691188812,0.9707439541816711,0.4783093333244324,0.3624744415283203,-0.007251274771988392,0.9456157088279724,0.4970465302467346,0.35039377212524414,-0.1958116739988327,0.9276676774024963,0.4828425943851471,0.34813860058784485,-0.02967159077525139,0.8686619400978088,0.4948097765445709,0.3492678105831146,-0.19161923229694366,0.9165531992912292,0.4844800531864166,0.3479805588722229,-0.02607126161456108,0.850565493106842,0.4957640767097473,0.3557887375354767,-0.17301411926746368,0.9079939723014832,0.4839986264705658,0.3537018597126007,-0.011463621631264687,0.8624559640884399,0.4965774118900299,0.6612774133682251,-0.03514644131064415,0.9985560774803162,0.4554205536842346,0.644262433052063,0.03520987927913666,0.9985162019729614,0.4853341579437256,0.7656012773513794,-0.06699563562870026,0.9737204909324646,0.3908335864543915,0.6721480488777161,-0.10107461363077164,0.9877022504806519,0.47560960054397583,0.8811416625976562,0.029842492192983627,0.9846760630607605,0.4469026029109955,0.7449497580528259,0.08635243773460388,0.9506053924560547,0.4713688790798187,0.8958613872528076,0.03355707973241806,0.9020595550537109,0.45818981528282166,0.7480553984642029,0.10202257335186005,0.9259847402572632,0.4776957929134369,0.9223045110702515,-0.0821901187300682,0.964141845703125,0.4408654272556305,0.807450532913208,0.043729521334171295,0.9340031743049622
Tree Pose,0.4892818033695221,0.4631282389163971,-0.17011192440986633,0.998734712600708,0.49294549226760864,0.4548417031764984,-0.15492595732212067,0.9979188442230225,0.4955522418022156,0.45463570952415466,-0.15492598712444305,0.9969096183776855,0.4981743395328522,0.45435938239097595,-0.1549767106771469,0.998221755027771,0.48562341928482056,0.4545116722583771,-0.14929425716400146,0.9973479509353638,0.4831114709377289,0.4540761709213257,-0.14933128654956818,0.995477557182312,0.48072153329849243,0.4537414014339447,-0.14937861263751984,0.9972846508026123,0.5015003681182861,0.45599687099456787,-0.07652856409549713,0.9962009191513062,0.478119432926178,0.455784410238266,-0.04682248458266258,0.9974615573883057,0.4938030242919922,0.4719120264053345,-0.14116846024990082,0.996627926826477,0.4849186837673187,0.47037914395332336,-0.1328742951154709,0.9957834482192993,0.5181968808174133,0.48965638875961304,-0.08071675151586533,0.9965723156929016,0.4627911150455475,0.48833754658699036,-0.004118449054658413,0.9939706325531006,0.5227123498916626,0.4310830235481262,-0.15078915655612946,0.9913018941879272,0.45559900999069214,0.42745426297187805,-0.009636199101805687,0.9733492732048035,0.5040618181228638,0.36755838990211487,-0.17566710710525513,0.9712738990783691,0.47815775871276855,0.3623643219470978,-0.01469449233263731,0.9465459585189819,0.4970954358577728,0.35058918595314026,-0.2001177817583084,0.929264485836029,0.4826650619506836,0.348103404045105,-0.03822535648941994,0.8707086443901062,0.4948694705963135,0.3495458662509918,-0.19675880670547485,0.9184362888336182,0.48434120416641235,0.3479655385017395,-0.031874291598796844,0.8528839349746704,0.49580270051956177,0.35601335763931274,-0.1778758466243744,0.9096214771270752,0.48388534784317017,0.3536679446697235,-0.018191933631896973,0.8645184636116028,0.4968326687812805,0.6607330441474915,-0.036362387239933014,0.9986326098442078,0.45564571022987366,0.6441456079483032,0.0364450141787529,0.9985491633415222,0.4852777123451233,0.7618410587310791,-0.08379168063402176,0.9749042987823486,0.3908742368221283,0.6726471185684204,-0.09528212249279022,0.9878300428390503,0.4756097197532654,0.882013201713562,-0.004362127278000116,0.9854260683059692,0.44724756479263306,0.7449550628662109,0.10059527307748795,0.9503560662269592,0.4713965356349945,0.8971148133277893,-0.0025361678563058376,0.9044923186302185,0.4589526057243347,0.748086154460907,0.11723065376281738,0.9257184863090515,0.4771382808685303,0.9229542016983032,-0.120344378054142,0.9657115936279297,0.4408795237541199,0.8071460723876953,0.06266485154628754,0.9339935779571533
Tree Pose,0.4892655909061432,0.4631902873516083,-0.16940633952617645,0.9987902641296387,0.49290353059768677,0.45485493540763855,-0.1545855551958084,0.9980026483535767,0.4954955577850342,0.45464134216308594,-0.15458813309669495,0.9970397353172302,0.4981003701686859,0.4543623626232147,-0.15464246273040771,0.998291015625,0.48558348417282104,0.4545336961746216,-0.14902269840240479,0.9974450469017029,0.48306187987327576,0.45409053564071655,-0.14905881881713867,0.9956380724906921,0.48065391182899475,0.453750878572464,-0.14910925924777985,0.9973697066307068,0.5012823343276978,0.4559788405895233,-0.07701502740383148,0.9963697791099548,0.4779457151889801,0.45579370856285095,-0.04794684424996376,0.9975740909576416,0.4937695562839508,0.47198718786239624,-0.1406913548707962,0.9967631697654724,0.484865665435791,0.47042280435562134,-0.1324852705001831,0.9959203004837036,0.517985463142395,0.48930034041404724,-0.08071202039718628,0.9967778325080872,0.4625857472419739,0.48807698488235474,-0.007934315130114555,0.9941812753677368,0.5226820111274719,0.43157464265823364,-0.1516217291355133,0.9913012981414795,0.45562562346458435,0.4272741973400116,-0.010146433487534523,0.9736981987953186,0.504360556602478,0.36822736263275146,-0.17535081505775452,0.9715903997421265,0.4778566360473633,0.36229074001312256,-0.017245372757315636,0.946845531463623,0.49717459082603455,0.35086923837661743,-0.1998654007911682,0.9302821159362793,0.48235973715782166,0.3479751944541931,-0.041528403759002686,0.8713234663009644,0.4949265122413635,0.3497769236564636,-0.1960320919752121,0.9196890592575073,0.48402947187423706,0.3478502929210663,-0.034015487879514694,0.8536445498466492,0.49584969878196716,0.35645970702171326,-0.1774401068687439,0.9107497334480286,0.4835733473300934,0.35356518626213074,-0.020378395915031433,0.8653188943862915,0.4971223771572113,0.6602482199668884,-0.03606028854846954,0.9986891150474548,0.45576292276382446,0.6438310146331787,0.03614760935306549,0.9985849857330322,0.4853444993495941,0.7623007893562317,-0.07770559936761856,0.9756181836128235,0.3908713459968567,0.6731664538383484,-0.09757697582244873,0.9879058003425598,0.47557711601257324,0.8810641765594482,0.02144472301006317,0.9857901334762573,0.44748663902282715,0.744948148727417,0.09669312089681625,0.9498768448829651,0.4713102877140045,0.8956745266914368,0.025782832875847816,0.9064871072769165,0.45925894379615784,0.7480528354644775,0.11329074203968048,0.9257400035858154,0.4771558344364166,0.9224549531936646,-0.08964918553829193,0.9664493203163147,0.44090741872787476,0.8061298131942749,0.057996541261672974,0.9332390427589417
Tree Pose,0.4890642762184143,0.46307989954948425,-0.16291306912899017,0.9988278150558472,0.4926754832267761,0.45466282963752747,-0.14899645745754242,0.9980583786964417,0.49524036049842834,0.45441320538520813,-0.14900177717208862,0.997133731842041,0.4978509545326233,0.45410290360450745,-0.14905323088169098,0.9983407258987427,0.48542243242263794,0.4544147551059723,-0.1419989913702011,0.9975062012672424,0.48293548822402954,0.45398080348968506,-0.1420256346464157,0.9957302212715149,0.48054876923561096,0.4536486864089966,-0.14207571744918823,0.9974114298820496,0.5010595917701721,0.45568960905075073,-0.07610993087291718,0.9964900612831116,0.4778994023799896,0.4557477533817291,-0.04064861312508583,0.9976334571838379,0.4935636520385742,0.4719277322292328,-0.1360490769147873,0.9968567490577698,0.4846811890602112,0.4703329801559448,-0.12597708404064178,0.996005117893219,0.51798015832901,0.4889734387397766,-0.08253232389688492,0.9969569444656372,0.46260136365890503,0.4877820312976837,-0.0012053906684741378,0.9943225383758545,0.5223077535629272,0.43157118558883667,-0.1594967097043991,0.9913071393966675,0.455597460269928,0.4272952675819397,-0.0034896288998425007,0.9735223054885864,0.50437331199646,0.36826685070991516,-0.1846407651901245,0.9720578789710999,0.47737231850624084,0.36231115460395813,-0.011435648426413536,0.9470024108886719,0.4972532391548157,0.35091522336006165,-0.20964500308036804,0.9319597482681274,0.4820205569267273,0.3479657769203186,-0.034173086285591125,0.8719372153282166,0.4949406683444977,0.3498455882072449,-0.20561924576759338,0.9216601252555847,0.48369354009628296,0.34783491492271423,-0.029865747317671776,0.8544940948486328,0.4958569407463074,0.35655900835990906,-0.18661673367023468,0.9125845432281494,0.48321405053138733,0.35356128215789795,-0.01567186787724495,0.8662742972373962,0.4977697432041168,0.6596712470054626,-0.03648839145898819,0.9987496733665466,0.455967515707016,0.6434482932090759,0.03656932711601257,0.9986292719841003,0.48542681336402893,0.7620022892951965,-0.07965655624866486,0.9764614701271057,0.39158862829208374,0.6745775938034058,-0.10134094953536987,0.9881176948547363,0.47557154297828674,0.8795526623725891,0.02869565226137638,0.9861449003219604,0.44758620858192444,0.7450158596038818,0.09931214153766632,0.9495952725410461,0.47131091356277466,0.8936284184455872,0.03384856879711151,0.9071057438850403,0.4593113362789154,0.74814373254776,0.11683695018291473,0.9253758192062378,0.47698259353637695,0.9219862222671509,-0.07963059842586517,0.9670750498771667,0.44051796197891235,0.80619877576828,0.06391537189483643,0.9328243136405945
Tree Pose,0.4890175759792328,0.46308696269989014,-0.16619500517845154,0.9988829493522644,0.49261847138404846,0.45463594794273376,-0.1518554985523224,0.9981465339660645,0.49516743421554565,0.45438021421432495,-0.1518557369709015,0.9972657561302185,0.49776506423950195,0.45406997203826904,-0.15190766751766205,0.9984142780303955,0.48539334535598755,0.4543978273868561,-0.14512386918067932,0.9976140260696411,0.48291587829589844,0.4539594054222107,-0.14515171945095062,0.9959090352058411,0.48053398728370667,0.4536207318305969,-0.14519909024238586,0.9975137114524841,0.5009390115737915,0.4556618630886078,-0.07725580781698227,0.9966604113578796,0.47788795828819275,0.45573437213897705,-0.042620085179805756,0.9977405071258545,0.4934963285923004,0.47193339467048645,-0.1386219561100006,0.9969739317893982,0.48465022444725037,0.4703337252140045,-0.1288398802280426,0.9961297512054443,0.5178410410881042,0.4889093041419983,-0.08465258777141571,0.9970976114273071,0.46262702345848083,0.487663596868515,-0.0016101785004138947,0.9944177269935608,0.5216774940490723,0.4312589764595032,-0.1600697785615921,0.9913023114204407,0.455735445022583,0.42729219794273376,-0.007323523052036762,0.9736260771751404,0.5043826699256897,0.36824652552604675,-0.18388789892196655,0.972381055355072,0.477344274520874,0.3623097836971283,-0.012831255793571472,0.9477207660675049,0.49731358885765076,0.35091981291770935,-0.20873336493968964,0.9330757856369019,0.4819768965244293,0.3479617238044739,-0.03647226840257645,0.8736915588378906,0.4949142336845398,0.34989359974861145,-0.20482969284057617,0.922967255115509,0.4836004376411438,0.3478327989578247,-0.03142272308468819,0.8565552234649658,0.4958195090293884,0.3565579652786255,-0.18583323061466217,0.913798987865448,0.48311686515808105,0.35354796051979065,-0.016071012243628502,0.8681520819664001,0.49819430708885193,0.6595011949539185,-0.0376143641769886,0.9987841248512268,0.4567776322364807,0.6432894468307495,0.03768985718488693,0.9986305236816406,0.48559269309043884,0.761239767074585,-0.08051196485757828,0.9771401286125183,0.39168161153793335,0.6748684644699097,-0.08894510567188263,0.9880664348602295,0.47550898790359497,0.8784696459770203,0.024725085124373436,0.9865046143531799,0.4482412338256836,0.7450150847434998,0.10273220390081406,0.9495052695274353,0.47130781412124634,0.8929010033607483,0.029480407014489174,0.9084587693214417,0.4597865641117096,0.7480268478393555,0.11901913583278656,0.9257763624191284,0.47650304436683655,0.9217788577079773,-0.08216801285743713,0.9678066968917847,0.44061359763145447,0.8062106966972351,0.06598256528377533,0.932695209980011
Tree Pose,0.48897919058799744,0.4631139636039734,-0.16655434668064117,0.998923659324646,0.49257469177246094,0.45463207364082336,-0.15210166573524475,0.998211145401001,0.4951130747795105,0.45437201857566833,-0.15210095047950745,0.9973627328872681,0.4977017045021057,0.45405927300453186,-0.15215346217155457,0.9984676837921143,0.48536720871925354,0.45439720153808594,-0.1453804075717926,0.9976918697357178,0.4828971326351166,0.4539572596549988,-0.14540734887123108,0.99603670835495,0.48051953315734863,0.4536154568195343,-0.14545339345932007,0.9975847601890564,0.5008648633956909,0.4556502103805542,-0.07735787332057953,0.9967910647392273,0.4778773784637451,0.4557338356971741,-0.04271192103624344,0.99781733751297,0.493447870016098,0.47194337844848633,-0.13897235691547394,0.9970556497573853,0.4846275746822357,0.47033795714378357,-0.12919321656227112,0.9962114691734314,0.5177363157272339,0.4889051616191864,-0.08621375262737274,0.9972121715545654,0.462662935256958,0.4876541495323181,-0.0020453177858144045,0.9944835305213928,0.521121084690094,0.4311223030090332,-0.16137482225894928,0.991280734539032,0.45576953887939453,0.4272978901863098,-0.00912382360547781,0.9735350608825684,0.5043627023696899,0.36824408173561096,-0.1836329996585846,0.9726355075836182,0.4773239195346832,0.362311989068985,-0.01490629743784666,0.9480277895927429,0.4973556101322174,0.35092613101005554,-0.20837414264678955,0.9340366125106812,0.48197227716445923,0.34796056151390076,-0.03879031538963318,0.8745635151863098,0.49487656354904175,0.34993571043014526,-0.20458850264549255,0.9240879416465759,0.48355716466903687,0.34783273935317993,-0.032783202826976776,0.8576396107673645,0.49575233459472656,0.3565613031387329,-0.18556568026542664,0.914825439453125,0.4830511510372162,0.35354703664779663,-0.017674069851636887,0.8691734075546265,0.49847927689552307,0.6594962477684021,-0.03818116337060928,0.9988137483596802,0.4573846757411957,0.6432796716690063,0.03824818879365921,0.998637318611145,0.4857483506202698,0.7612220644950867,-0.07935165613889694,0.9778345823287964,0.3918476998806,0.6751351952552795,-0.08969207108020782,0.9881511330604553,0.4754941463470459,0.87739098072052,0.028013044968247414,0.9868249893188477,0.4483063220977783,0.7451639771461487,0.10120981931686401,0.9499963521957397,0.4713080823421478,0.8913214206695557,0.032463572919368744,0.909397304058075,0.4597751200199127,0.748058021068573,0.11736126989126205,0.9266973733901978,0.4758591055870056,0.9211011528968811,-0.08196909725666046,0.9684230089187622,0.44063234329223633,0.8065260648727417,0.06309527903795242,0.9332137107849121
